fb_taxon_id	taxon_name	taxon_uri	phylum	class	order	family	genus	sl_mm	sl_sex	sl_ref	tl_mm	tl_sex	tl_ref	fl_mm	fl_sex	fl_ref	dw_mm	dw_sex	dw_ref	max_weight_g	max_weight_ref	benthic	pelagic	benthopelagic	bathypelagic	pelagic-neritic	pelagic-oceanic	demersal	reef-associated	anadromous	catadromous	amphidromous	potamodromous	limnodromous	oceanodromous	non-migratory	freshwater	brackish	marine	use_fisheries	use_aquaculture	use_gamefish	use_bait	use_aquarium	use_ref	phylo_div	phylo_div_ref	troph_level	troph_level_se	troph_level_ref	resil	resil_ref	resil_K	resil_tm	resil_tmax	resil_fec	vulnerab	vulnerab_ref	price	price_ref	main_ref
59426	Eleutheronema rhadinum	http://www.fishbase.org/summary/speciessummary.php?id=59426	Chordata	Actinopterygii	Perciformes	Polynemidae	Eleutheronema	739	male/unsexed	41639													1			1												1	1							0.6250	82805	3.8	0.4	69278	1.4 - 4.4 years	120179					46	59153			41639
4065	Cottus bairdii	http://www.fishbase.org/summary/speciessummary.php?id=4065	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus				150	male/unsexed	5723															1									1									0.5000	82805	3.3	0.46	69278	less than 15 months	120179					34	59153			5723
54049	Myxine debueni	http://www.fishbase.org/summary/speciessummary.php?id=54049	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine				570	male/unsexed	31276																							1			1							0.5000	82805	3.4	0.6	69278	4.5 - 14 years	120179					46	59153			31276
57706	Homaloptera confuzona	http://www.fishbase.org/summary/speciessummary.php?id=57706	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Homaloptera	68	male/unsexed	43281																		1									1									0.5156	82805	3.2	0.4	69278		120179					10	59153			43281
11420	Barbus mocoensis	http://www.fishbase.org/summary/speciessummary.php?id=11420	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	52	male/unsexed	2801														1													1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					12	59153			2801
50068	Chaetostoma thomsoni	http://www.fishbase.org/summary/speciessummary.php?id=50068	Chordata	Actinopterygii	Siluriformes	Loricariidae	Chaetostoma				101	male/unsexed	36713															1									1									0.5000	82805					120179					10	59153			36713
5162	Oryzias luzonensis	http://www.fishbase.org/summary/speciessummary.php?id=5162	Chordata	Actinopterygii	Beloniformes	Adrianichthyidae	Oryzias				40	male/unsexed	27139											1												1	1							commercial	27139	0.5000	82805	3.3	0.4	69278	4.5 - 14 years	120179					10	59153			27139
11355	Barbus harterti	http://www.fishbase.org/summary/speciessummary.php?id=11355	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus				285	male/unsexed	2801											1													1									0.5010	82805	2.8	0.3	69278	1.4 - 4.4 years	120179					40	59153	unknown	80766	94477
3849	Coryphopterus punctipectophorus	http://www.fishbase.org/summary/speciessummary.php?id=3849	Chordata	Actinopterygii	Perciformes	Gobiidae	Coryphopterus				75	male/unsexed	7251																1										1							0.5001	82805	2.5	0.3	69278	less than 15 months	120179					14	59153			7251
55377	Triplophysa bombifrons	http://www.fishbase.org/summary/speciessummary.php?id=55377	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Triplophysa	127	male/unsexed	33800														1													1									0.5000	82805	3.1	0.4	69278	1.4 - 4.4 years	120179					33	59153			33800
24159	Puntius puntio	http://www.fishbase.org/summary/speciessummary.php?id=24159	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Puntius				75	male/unsexed	4832											1													1			of no interest					4832	0.5000	82805	2.7	0.1	69278	less than 15 months	120179					14	59153			4832
62207	Betta ibanorum	http://www.fishbase.org/summary/speciessummary.php?id=62207	Chordata	Actinopterygii	Perciformes	Osphronemidae	Betta	81	male/unsexed	55025														1													1									0.5000	82805	3.3	0.4	69278	less than 15 months	120179					11	59153			55025
12170	Puntius vittatus	http://www.fishbase.org/summary/speciessummary.php?id=12170	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Puntius				50	male/unsexed	6028											1													1	1		of no interest			usually	commercial	4537;6028	0.5000	82805	2.0	0.00	69278	less than 15 months	120179					10	59153			6028
24356	Chascanopsetta micrognatha	http://www.fishbase.org/summary/speciessummary.php?id=24356	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Chascanopsetta	274	male/unsexed	11412																													1							0.5039	82805	3.7	0.4	69278	1.4 - 4.4 years	120179					46	59153			11412
5960	Corythoichthys haematopterus	http://www.fishbase.org/summary/speciessummary.php?id=5960	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Corythoichthys	198	male/unsexed	1602																			1										1	of no interest				commercial	4907	0.5002	82805	3.8	0.50	69278	less than 15 months	120179					19	59153			5316
1052	Eucinostomus melanopterus	http://www.fishbase.org/summary/speciessummary.php?id=1052	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus				300	male/unsexed	2683															1				1					1	1	1	minor commercial					3722	0.5010	82805	3.4	0.52	69278	less than 15 months	120179					26	59153	medium	80766	7352
49997	Scolecenchelys nicholsae	http://www.fishbase.org/summary/speciessummary.php?id=49997	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Scolecenchelys																					1											1							0.5000	82805	4.0	0.7	69278	less than 15 months	120179					26	59153			8879
9668	Aplocheilichthys mahagiensis	http://www.fishbase.org/summary/speciessummary.php?id=9668	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Aplocheilichthys				30	male/unsexed	3788											1													1																								
56311	Acanthanectes rufus	http://www.fishbase.org/summary/speciessummary.php?id=56311	Chordata	Actinopterygii	Perciformes	Tripterygiidae	Acanthanectes																						1										1							0.7500	82805	3.1	0.3	69278	less than 15 months	120179					10	59153			27223
2547	Platyrhinoidis triseriata	http://www.fishbase.org/summary/speciessummary.php?id=2547	Chordata	Elasmobranchii	Rajiformes	Rhinobatidae	Platyrhinoidis				910	male/unsexed	2850															1											1							1.0000	82805	3.4	0.42	69278	more than 14 years	120179					53	59153			2850
50662	Reganella depressa	http://www.fishbase.org/summary/speciessummary.php?id=50662	Chordata	Actinopterygii	Siluriformes	Loricariidae	Reganella	113	male/unsexed	36389																		1									1									1.0000	82805	2.6	0.2	69278		120179					10	59153			36389
54740	Scaphiodonichthys macracanthus	http://www.fishbase.org/summary/speciessummary.php?id=54740	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Scaphiodonichthys																	1													1									0.6250	82805	2.5	0.2	69278	1.4 - 4.4 years	120179					37	59153			44416
15191	Samariscus nielseni	http://www.fishbase.org/summary/speciessummary.php?id=15191	Chordata	Actinopterygii	Pleuronectiformes	Samaridae	Samariscus				64	male/unsexed	9792															1											1	of no interest					9792	0.5000	82805	3.5	0.37	69278	less than 15 months	120179					10	59153			9792
10389	Yunnanilus nigromaculatus	http://www.fishbase.org/summary/speciessummary.php?id=10389	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Yunnanilus	77	male/unsexed	12040																		1									1									0.5000	82805	3.6	0.59	69278	less than 15 months	120179					20	59153			12040
50026	Chaetostoma dermorhynchum	http://www.fishbase.org/summary/speciessummary.php?id=50026	Chordata	Actinopterygii	Siluriformes	Loricariidae	Chaetostoma				250	male/unsexed	36713															1									1									0.5000	82805					120179					13	59153			36713
25311	Acanthosphex leurynnis	http://www.fishbase.org/summary/speciessummary.php?id=25311	Chordata	Actinopterygii	Scorpaeniformes	Aploactinidae	Acanthosphex	21	male/unsexed	12123																		1											1							1.0000	82805	3.1	0.5	69278	less than 15 months	120179					10	59153			12123
59767	Barbus carcharhinoides	http://www.fishbase.org/summary/speciessummary.php?id=59767	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	81	male/unsexed	43268													1														1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					19	59153			43268
24871	Glyptothorax prashadi	http://www.fishbase.org/summary/speciessummary.php?id=24871	Chordata	Actinopterygii	Siluriformes	Sisoridae	Glyptothorax	66	male/unsexed	4833														1													1			of no interest					4833	0.5000	82805	3.1	0.4	69278	less than 15 months	120179					31	59153			4833
7779	Sebastapistes ballieui	http://www.fishbase.org/summary/speciessummary.php?id=7779	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastapistes				117	male/unsexed	3921																1							1			1							0.5010	82805	4.2	0.73	69278	less than 15 months	120179					28	59153			3921
5551	Scarus oviceps	http://www.fishbase.org/summary/speciessummary.php?id=5551	Chordata	Actinopterygii	Perciformes	Scaridae	Scarus				350	male/unsexed	48636																1										1	commercial				commercial	9137	0.5000	82805	2.0	0.0	69278	less than 15 months	120179					25	59153	high	80766	2334
26889	Schistura menanensis	http://www.fishbase.org/summary/speciessummary.php?id=26889	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Schistura	59	male/unsexed	39226														1													1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					15	59153			39226
59395	Ctenogobius chengtuensis	http://www.fishbase.org/summary/speciessummary.php?id=59395	Chordata	Actinopterygii	Perciformes	Gobiidae	Ctenogobius																					1									1									0.5000	82805	3.4	0.5	69278	less than 15 months	120179					15	59153			45679
2065	Acipenser stellatus	http://www.fishbase.org/summary/speciessummary.php?id=2065	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Acipenser				2200	male/unsexed	9988							80000	9988							1		1							1	1	1	commercial	commercial			public aquariums	9988;12108;4537	0.5000	82805	3.5	0.2	69278	4.5 - 14 years	120179	0.06	9	27	20,000-360,000	64	59153	unknown	80766	3397
